"Analysis","k_samples","k_studies","N_total","Mean_kappa","SD_kappa","Pooled_kappa","SE_kappa","CI_lower","CI_upper","p_value","tau_sq","I_sq","Egger_p"
"3-way",12,6,2636,0.0839417558172631,0.161704193749777,0.110712927229927,0.0691292860453614,-0.0703192469122397,0.291745101372094,0.173717088906872,0.0149397347988972,75.610499210889,0.0498186536452483
