"Analysis","k_samples","k_studies","N_total","Mean_r","SD_r","Pooled_z","Pooled_r","SE_z","CI_lower_z","CI_upper_z","CI_lower_r","CI_upper_r","p_value","tau_sq","I_sq","Egger_p"
"2-way S/IS",26,15,4255,0.0694995891757961,0.183758009330538,0.10015340682417,0.0998198752269449,0.0577507256060419,-0.0241945735110474,0.224501387159388,-0.0241898536307985,0.220804216931024,0.105737301707047,0.0337687280700152,77.2080369902585,0.452174174032959
