"Analysis","k_samples","k_studies","N_total","Mean_kappa","SD_kappa","Pooled_kappa","SE_kappa","CI_lower","CI_upper","p_value","tau_sq","I_sq","Egger_p"
"4-way",13,7,2691,-0.00697760900100479,0.0515497025965062,0.00419421219322038,0.0109655528303954,-0.0329665285938036,0.0413549529802444,0.730152122945117,0,0,0.176636307637252
