"Analysis","k_samples","k_studies","N_total","Mean_r","SD_r","Pooled_z","Pooled_r","SE_z","CI_lower_z","CI_upper_z","CI_lower_r","CI_upper_r","p_value","tau_sq","I_sq","Egger_p"
"SSP-only S/IS",24,14,3380,0.0691899851658501,0.190618963409808,0.102568011362527,0.102209839940351,0.0617305750442407,-0.0313339730195664,0.236469995744621,-0.0313237222937865,0.232158752946819,0.121456372167005,0.0361955662392776,78.8945402542834,0.364153685606892
