"Analysis","k_samples","k_studies","N_total","Mean_r","SD_r","Pooled_z","Pooled_r","SE_z","CI_lower_z","CI_upper_z","CI_lower_r","CI_upper_r","p_value","tau_sq","I_sq","Egger_p"
"2-way O/D",13,7,2691,0.00643394040099635,0.0667918342213092,0.0232527265460354,0.0232485366187962,0.0246918716085084,-0.0772543335089167,0.123759786600988,-0.0771010089328651,0.123131778906078,0.440718706530376,0,0,0.432415144869785
